cohort,TOT,AB,MFH,SFH,TH
1631,31.87832715438006,26.107650071887882,16.391052427957167,49.77532639434192,33.782875170684214
1632,31.87622004312135,26.105542659098347,16.388112988935344,49.77491616486287,33.78023611775724
1633,31.87422682967606,26.103549160267402,16.385332438509298,49.77452810995027,33.77773971633984
1634,31.87234751404103,26.101669575386573,16.382710776679023,49.77416222960408,33.77538596643199
1635,31.87058209621288,26.09990390444686,16.380248003444528,49.77381852382435,33.77317486803371
1636,31.86893057618799,26.098252147438675,16.3779441188058,49.773496992611044,33.77110642114499
1637,31.867392953962558,26.09671430435185,16.375799122762853,49.77319763596417,33.76918062576585
1638,31.865969229532517,26.095290375175537,16.373813015315676,49.772920453883735,33.767397481896275
1639,31.864659402893533,26.09398035989819,16.371985796464273,49.77266544636974,33.76575698953626
1640,31.863463474041,26.09278425850757,16.37031746620865,49.772432613422176,33.76425914868581
1641,31.86238144297004,26.09170207099062,16.368808024548795,49.772221955041054,33.762903959344925
